post_id,campaign_id,cta_type,cta_link,landing_page,lead_id,lead_source,lead_created_at
P-Q1-12,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-12,/lp/cmp-2026-q1,WEB-00249,website,2026-03-10 19:25:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,APP-00259,app,2026-03-29 14:50:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,APP-00264,app,2026-03-23 10:35:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,APP-00270,app,2026-04-02 13:02:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,FRM-00254,form,2026-03-22 11:52:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,FRM-00260,form,2026-03-25 16:11:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,FRM-00262,form,2026-03-18 18:14:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,FRM-00269,form,2026-03-20 14:33:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,QR-00257,qr_event,2026-03-26 11:34:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,QR-00261,qr_event,2026-04-01 12:44:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,SIB-00255,social_inbox,2026-03-30 20:58:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,SIB-00256,social_inbox,2026-03-24 17:56:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,SIB-00267,social_inbox,2026-03-20 18:38:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,WEB-00258,website,2026-03-19 21:13:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,WEB-00263,website,2026-03-13 08:09:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,WEB-00265,website,2026-04-01 19:17:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,WEB-00266,website,2026-03-14 19:08:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,WEB-00268,website,2026-03-26 10:07:00
P-Q1-13,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-13,/lp/cmp-2026-q1,WEB-00271,website,2026-03-16 18:32:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,APP-00277,app,2026-03-18 18:47:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,APP-00278,app,2026-03-19 14:23:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,APP-00292,app,2026-04-03 21:37:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00272,form,2026-04-04 21:53:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00274,form,2026-04-01 14:20:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00275,form,2026-03-23 13:43:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00281,form,2026-03-27 14:45:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00282,form,2026-03-27 18:15:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00283,form,2026-03-26 11:52:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00288,form,2026-03-26 14:39:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,FRM-00289,form,2026-04-06 11:48:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,QR-00273,qr_event,2026-04-01 22:21:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,SIB-00285,social_inbox,2026-04-04 21:34:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,SIB-00290,social_inbox,2026-04-04 07:05:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,SIB-00291,social_inbox,2026-03-24 09:05:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,WEB-00276,website,2026-03-21 22:39:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,WEB-00279,website,2026-04-02 08:36:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,WEB-00280,website,2026-04-05 14:42:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,WEB-00284,website,2026-03-16 19:45:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,WEB-00286,website,2026-03-30 07:24:00
P-Q1-14,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-14,/lp/cmp-2026-q1,WEB-00287,website,2026-03-24 21:15:00
P-Q1-15,CMP-2026-Q1,none,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-15,/lp/cmp-2026-q1,WEB-00293,website,2026-03-24 22:35:00
P-Q1-15,CMP-2026-Q1,none,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-15,/lp/cmp-2026-q1,WEB-00294,website,2026-03-30 08:55:00
P-Q1-15,CMP-2026-Q1,none,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-15,/lp/cmp-2026-q1,WEB-00295,website,2026-03-23 22:35:00
P-Q1-16,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-16,/lp/cmp-2026-q1,,,
P-Q1-17,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-17,/lp/cmp-2026-q1,,,
P-Q1-18,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-18,/lp/cmp-2026-q1,,,
P-Q1-19,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-19,/lp/cmp-2026-q1,,,
P-Q1-20,CMP-2026-Q1,comment,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-20,/lp/cmp-2026-q1,,,
P-Q1-22,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-22,/lp/cmp-2026-q1,,,
P-Q1-23,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-23,/lp/cmp-2026-q1,,,
P-Q1-24,CMP-2026-Q1,link_click,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-24,/lp/cmp-2026-q1,,,
P-Q1-25,CMP-2026-Q1,register,https://kpimbank.example/lp/cmp-2026-q1?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q1&utm_content=P-Q1-25,/lp/cmp-2026-q1,,,
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00300,app,2026-04-29 07:09:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00301,app,2026-04-24 09:05:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00303,app,2026-04-24 18:50:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00304,app,2026-04-18 18:34:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00305,app,2026-04-09 09:25:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00319,app,2026-04-09 16:35:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,APP-00320,app,2026-04-20 10:32:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00296,form,2026-04-24 21:54:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00297,form,2026-04-18 15:37:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00298,form,2026-04-27 07:17:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00302,form,2026-04-25 12:48:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00311,form,2026-04-10 15:17:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00313,form,2026-04-13 14:33:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00316,form,2026-04-19 16:32:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-00317,form,2026-04-08 14:57:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,FRM-05684,form,2026-04-09 20:11:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,HL-00309,hotline,2026-04-23 20:16:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,QR-00308,qr_event,2026-04-19 14:53:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,QR-00310,qr_event,2026-04-19 08:07:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,QR-00312,qr_event,2026-04-14 14:42:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,SIB-00299,social_inbox,2026-04-19 19:39:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,SIB-00314,social_inbox,2026-04-19 15:59:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,SIB-00315,social_inbox,2026-04-10 07:41:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,WEB-00306,website,2026-04-09 15:11:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,WEB-00307,website,2026-04-20 17:46:00
P-Q2-01,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-01,/lp/cmp-2026-q2,WEB-00318,website,2026-04-16 07:02:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00330,app,2026-05-02 14:38:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00336,app,2026-05-02 22:55:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00341,app,2026-04-22 19:39:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00346,app,2026-04-24 22:24:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00352,app,2026-04-29 10:19:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00353,app,2026-04-19 07:19:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,APP-00357,app,2026-05-02 09:50:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00323,form,2026-04-19 15:48:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00335,form,2026-04-30 17:31:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00338,form,2026-04-13 12:35:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00339,form,2026-05-03 12:40:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00340,form,2026-04-18 12:33:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00342,form,2026-04-16 07:30:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00345,form,2026-04-29 19:29:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00350,form,2026-04-13 18:29:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00351,form,2026-04-23 09:45:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00355,form,2026-05-01 22:06:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00365,form,2026-04-18 09:33:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-00376,form,2026-04-16 14:44:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,FRM-05474,form,2026-04-24 06:39:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00327,hotline,2026-05-04 09:25:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00329,hotline,2026-04-16 22:55:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00331,hotline,2026-04-17 12:36:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00354,hotline,2026-04-28 10:20:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00368,hotline,2026-05-02 19:14:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00369,hotline,2026-04-22 16:52:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,HL-00374,hotline,2026-04-23 19:11:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,QR-00322,qr_event,2026-04-24 22:07:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,QR-00326,qr_event,2026-04-13 21:15:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,QR-00347,qr_event,2026-04-16 10:33:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,QR-00366,qr_event,2026-04-20 08:23:00
P-Q2-02,CMP-2026-Q2,register,https://kpimbank.example/lp/cmp-2026-q2?utm_source=facebook&utm_medium=social&utm_campaign=cmp-2026-q2&utm_content=P-Q2-02,/lp/cmp-2026-q2,QR-00370,qr_event,2026-04-20 16:24:00
